source_file,csv_file,motion_index,motion_key,frames,fps,columns
ACCAD_retargeted\Walk_B17_-_Walk_2_hop_2_walk_stageii.pkl,csv_npz_input\ACCAD_retargeted\Walk_B17_-_Walk_2_hop_2_walk_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_2_walk\Walk_B17_-_Walk_2_hop_2_walk_stageii.npz,245,30,30
ACCAD_retargeted\Walk_B21_-_Put_Down_Box_to_walk_stageii.pkl,csv_npz_input\ACCAD_retargeted\Walk_B21_-_Put_Down_Box_to_walk_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_2_walk\Walk_B21_-_Put_Down_Box_to_walk_stageii.npz,209,30,30
ACCAD_retargeted\Walk_B22_-_Side_step_left_stageii.pkl,csv_npz_input\ACCAD_retargeted\Walk_B22_-_Side_step_left_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_2_walk\Walk_B22_-_Side_step_left_stageii.npz,139,30,30
ACCAD_retargeted\Walk_B23_-_Side_step_right_stageii.pkl,csv_npz_input\ACCAD_retargeted\Walk_B23_-_Side_step_right_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_2_walk\Walk_B23_-_Side_step_right_stageii.npz,108,30,30
ACCAD_retargeted\Walk_B4_-_Stand_to_Walk_Back_stageii.pkl,csv_npz_input\ACCAD_retargeted\Walk_B4_-_Stand_to_Walk_Back_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_4_walk\Walk_B4_-_Stand_to_Walk_Back_stageii.npz,389,30,30
dance_db_retargeted\ANDREAS_Hasaposerviko.pkl,csv_npz_input\dance_db_retargeted\ANDREAS_Hasaposerviko.csv,0,..\example\motion_data_for_retarget\dance_db\ANDREAS_Hasaposerviko_stageii.npz,3968,30,30
dance_db_retargeted\ANDREAS_Sta_tria_Syrtos.pkl,csv_npz_input\dance_db_retargeted\ANDREAS_Sta_tria_Syrtos.csv,0,..\example\motion_data_for_retarget\dance_db\ANDREAS_Sta_tria_Syrtos_stageii.npz,4552,30,30
dance_db_retargeted\ANDREAS_Tatsia.pkl,csv_npz_input\dance_db_retargeted\ANDREAS_Tatsia.csv,0,..\example\motion_data_for_retarget\dance_db\ANDREAS_Tatsia_stageii.npz,3247,30,30
dance_db_retargeted\ANDREAS_Tsamiko.pkl,csv_npz_input\dance_db_retargeted\ANDREAS_Tsamiko.csv,0,..\example\motion_data_for_retarget\dance_db\ANDREAS_Tsamiko_stageii.npz,5652,30,30
dance_db_retargeted\ANDREAS_Zeibekiko.pkl,csv_npz_input\dance_db_retargeted\ANDREAS_Zeibekiko.csv,0,..\example\motion_data_for_retarget\dance_db_selected\ANDREAS_Zeibekiko_stageii.npz,4385,30,30
dance_db_retargeted\Andria_Afraid_v1_C3D.pkl,csv_npz_input\dance_db_retargeted\Andria_Afraid_v1_C3D.csv,0,..\example\motion_data_for_retarget\dance_db_selected\Andria_Afraid_v1_C3D_stageii.npz,884,30,30
dance_db_retargeted\Andria_Angry_v1_C3D.pkl,csv_npz_input\dance_db_retargeted\Andria_Angry_v1_C3D.csv,0,..\example\motion_data_for_retarget\dance_db_selected\Andria_Angry_v1_C3D_stageii.npz,847,30,30
dance_db_retargeted\Andria_Excited_v1_C3D.pkl,csv_npz_input\dance_db_retargeted\Andria_Excited_v1_C3D.csv,0,..\example\motion_data_for_retarget\dance_db_selected\Andria_Excited_v1_C3D_stageii.npz,833,30,30
dance_db_retargeted\Andria_Happy_v1_C3D.pkl,csv_npz_input\dance_db_retargeted\Andria_Happy_v1_C3D.csv,0,..\example\motion_data_for_retarget\dance_db_selected\Andria_Happy_v1_C3D_stageii.npz,805,30,30
dance_db_retargeted\Andria_Relaxed_v1_C3D.pkl,csv_npz_input\dance_db_retargeted\Andria_Relaxed_v1_C3D.csv,0,..\example\motion_data_for_retarget\dance_db_selected\Andria_Relaxed_v1_C3D_stageii.npz,1046,30,30
dance_db_retargeted\Andria_Sad_v1_C3D.pkl,csv_npz_input\dance_db_retargeted\Andria_Sad_v1_C3D.csv,0,..\example\motion_data_for_retarget\dance_db_selected\Andria_Sad_v1_C3D_stageii.npz,1067,30,30
dance_db_retargeted\AnnaCortesi_RandB_C3D.pkl,csv_npz_input\dance_db_retargeted\AnnaCortesi_RandB_C3D.csv,0,..\example\motion_data_for_retarget\dance_db_selected\AnnaCortesi_RandB_C3D_stageii.npz,4142,30,30
dance_db_retargeted\Capoeira_Theodoros_v2_C3D.pkl,csv_npz_input\dance_db_retargeted\Capoeira_Theodoros_v2_C3D.csv,0,..\example\motion_data_for_retarget\dance_db_selected\Capoeira_Theodoros_v2_C3D_stageii.npz,2993,30,30
kungfu_retargeted\Bruce_Lee_pose.pkl,csv_npz_input\kungfu_retargeted\Bruce_Lee_pose.csv,0,/home/bai/ASAP/lafan/ASAP-motion/Wushu/wushu_li_3_inter0.5,330,30,30
kungfu_retargeted\Charleston_dance.pkl,csv_npz_input\kungfu_retargeted\Charleston_dance.csv,0,/home/bai/ASAP/SharedMotions/dance1_subject2_150_700_cont_mask_inter0.5,610,30,30
kungfu_retargeted\Hooks_punch.pkl,csv_npz_input\kungfu_retargeted\Hooks_punch.csv,0,/home/bai/ASAP/lafan/ASAP-motion/mocap/blender_take_001_inter0.5_S475-30_E590-30,175,30,30
kungfu_retargeted\Horse-stance_pose.pkl,csv_npz_input\kungfu_retargeted\Horse-stance_pose.csv,0,/home/bai/ASAP/SharedMotions/fightAndSports1_subject4_150_300_cont_mask_inter0.5,210,30,30
kungfu_retargeted\Horse-stance_punch.pkl,csv_npz_input\kungfu_retargeted\Horse-stance_punch.csv,0,/home/bai/ASAP/lafan/ASAP-motion/mocap/blender_take_043_edit_cont_inter0.5_S995-30_E1135-30,200,30,30
kungfu_retargeted\merged_motion.pkl,csv_npz_input\kungfu_retargeted\merged_motion__00_wushu_li_3_inter0.csv,0,/home/bai/ASAP/lafan/ASAP-motion/Wushu/wushu_li_3_inter0.5,330,30,30
kungfu_retargeted\merged_motion.pkl,csv_npz_input\kungfu_retargeted\merged_motion__01_dance1_subject2_150_700_cont_mask_inter0.csv,1,/home/bai/ASAP/SharedMotions/dance1_subject2_150_700_cont_mask_inter0.5,610,30,30
kungfu_retargeted\merged_motion.pkl,csv_npz_input\kungfu_retargeted\merged_motion__02_blender_take_001_inter0.csv,2,/home/bai/ASAP/lafan/ASAP-motion/mocap/blender_take_001_inter0.5_S475-30_E590-30,175,30,30
kungfu_retargeted\merged_motion.pkl,csv_npz_input\kungfu_retargeted\merged_motion__03_fightAndSports1_subject4_150_300_cont_mask_inter0.csv,3,/home/bai/ASAP/SharedMotions/fightAndSports1_subject4_150_300_cont_mask_inter0.5,210,30,30
kungfu_retargeted\merged_motion.pkl,csv_npz_input\kungfu_retargeted\merged_motion__04_blender_take_043_edit_cont_inter0.csv,4,/home/bai/ASAP/lafan/ASAP-motion/mocap/blender_take_043_edit_cont_inter0.5_S995-30_E1135-30,200,30,30
kungfu_retargeted\merged_motion.pkl,csv_npz_input\kungfu_retargeted\merged_motion__05_Rspin_inter0.csv,5,/home/bai/ASAP/SharedMotions/Rspin_inter0.5_S0-30_E98-30,158,30,30
kungfu_retargeted\merged_motion.pkl,csv_npz_input\kungfu_retargeted\merged_motion__06_side_double_kick_poses_inter0.csv,6,/home/jrhan/projects/ASAP/SharedMotions/side_double_kick_poses_inter0.5_S0-30_E119-30,179,30,30
kungfu_retargeted\Roundhouse_kick.pkl,csv_npz_input\kungfu_retargeted\Roundhouse_kick.csv,0,/home/bai/ASAP/SharedMotions/Rspin_inter0.5_S0-30_E98-30,158,30,30
kungfu_retargeted\Side_kick.pkl,csv_npz_input\kungfu_retargeted\Side_kick.csv,0,/home/jrhan/projects/ASAP/SharedMotions/side_double_kick_poses_inter0.5_S0-30_E119-30,179,30,30
lafan1_retargeted\dance1_subject1.pkl,csv_npz_input\lafan1_retargeted\dance1_subject1.csv,0,dance1_subject1_0_3945,3945,30,30
lafan1_retargeted\dance1_subject2.pkl,csv_npz_input\lafan1_retargeted\dance1_subject2.csv,0,dance1_subject2_0_3945,3945,30,30
lafan1_retargeted\dance1_subject3.pkl,csv_npz_input\lafan1_retargeted\dance1_subject3.csv,0,dance1_subject3_0_3945,3945,30,30
lafan1_retargeted\dance2_subject1.pkl,csv_npz_input\lafan1_retargeted\dance2_subject1.csv,0,dance2_subject1_0_6771,6771,30,30
lafan1_retargeted\dance2_subject2.pkl,csv_npz_input\lafan1_retargeted\dance2_subject2.csv,0,dance2_subject2_0_6771,6771,30,30
lafan1_retargeted\dance2_subject3.pkl,csv_npz_input\lafan1_retargeted\dance2_subject3.csv,0,dance2_subject3_0_6771,6771,30,30
lafan1_retargeted\dance2_subject4.pkl,csv_npz_input\lafan1_retargeted\dance2_subject4.csv,0,dance2_subject4_0_6771,6771,30,30
lafan1_retargeted\dance2_subject5.pkl,csv_npz_input\lafan1_retargeted\dance2_subject5.csv,0,dance2_subject5_0_6771,6771,30,30
lafan1_retargeted\fallAndGetUp1_subject1.pkl,csv_npz_input\lafan1_retargeted\fallAndGetUp1_subject1.csv,0,fallAndGetUp1_subject1_0_5047,5047,30,30
lafan1_retargeted\fallAndGetUp1_subject4.pkl,csv_npz_input\lafan1_retargeted\fallAndGetUp1_subject4.csv,0,fallAndGetUp1_subject4_0_5047,5047,30,30
lafan1_retargeted\fallAndGetUp1_subject5.pkl,csv_npz_input\lafan1_retargeted\fallAndGetUp1_subject5.csv,0,fallAndGetUp1_subject5_0_5047,5047,30,30
lafan1_retargeted\fallAndGetUp2_subject2.pkl,csv_npz_input\lafan1_retargeted\fallAndGetUp2_subject2.csv,0,fallAndGetUp2_subject2_0_4918,4918,30,30
lafan1_retargeted\fallAndGetUp2_subject3.pkl,csv_npz_input\lafan1_retargeted\fallAndGetUp2_subject3.csv,0,fallAndGetUp2_subject3_0_4918,4918,30,30
lafan1_retargeted\fallAndGetUp3_subject1.pkl,csv_npz_input\lafan1_retargeted\fallAndGetUp3_subject1.csv,0,fallAndGetUp3_subject1_0_3066,3066,30,30
lafan1_retargeted\fight1_subject2.pkl,csv_npz_input\lafan1_retargeted\fight1_subject2.csv,0,fight1_subject2_0_7347,7347,30,30
lafan1_retargeted\fight1_subject3.pkl,csv_npz_input\lafan1_retargeted\fight1_subject3.csv,0,fight1_subject3_0_7347,7347,30,30
lafan1_retargeted\fight1_subject5.pkl,csv_npz_input\lafan1_retargeted\fight1_subject5.csv,0,fight1_subject5_0_7347,7347,30,30
lafan1_retargeted\fightAndSports1_subject1.pkl,csv_npz_input\lafan1_retargeted\fightAndSports1_subject1.csv,0,fightAndSports1_subject1_0_7355,7355,30,30
lafan1_retargeted\fightAndSports1_subject4.pkl,csv_npz_input\lafan1_retargeted\fightAndSports1_subject4.csv,0,fightAndSports1_subject4_0_7355,7355,30,30
lafan1_retargeted\jumps1_subject1.pkl,csv_npz_input\lafan1_retargeted\jumps1_subject1.csv,0,jumps1_subject1_0_7334,7334,30,30
lafan1_retargeted\jumps1_subject2.pkl,csv_npz_input\lafan1_retargeted\jumps1_subject2.csv,0,jumps1_subject2_0_7334,7334,30,30
lafan1_retargeted\jumps1_subject5.pkl,csv_npz_input\lafan1_retargeted\jumps1_subject5.csv,0,jumps1_subject5_0_7334,7334,30,30
lafan1_retargeted\run1_subject2.pkl,csv_npz_input\lafan1_retargeted\run1_subject2.csv,0,run1_subject2_0_7135,7135,30,30
lafan1_retargeted\run1_subject5.pkl,csv_npz_input\lafan1_retargeted\run1_subject5.csv,0,run1_subject5_0_7135,7135,30,30
lafan1_retargeted\run2_subject1.pkl,csv_npz_input\lafan1_retargeted\run2_subject1.csv,0,run2_subject1_0_7345,7345,30,30
lafan1_retargeted\run2_subject4.pkl,csv_npz_input\lafan1_retargeted\run2_subject4.csv,0,run2_subject4_0_7345,7345,30,30
lafan1_retargeted\sprint1_subject2.pkl,csv_npz_input\lafan1_retargeted\sprint1_subject2.csv,0,sprint1_subject2_0_8194,8194,30,30
lafan1_retargeted\sprint1_subject4.pkl,csv_npz_input\lafan1_retargeted\sprint1_subject4.csv,0,sprint1_subject4_0_8194,8194,30,30
lafan1_retargeted\walk1_subject1.pkl,csv_npz_input\lafan1_retargeted\walk1_subject1.csv,0,walk1_subject1_0_7840,7840,30,30
lafan1_retargeted\walk1_subject2.pkl,csv_npz_input\lafan1_retargeted\walk1_subject2.csv,0,walk1_subject2_0_7840,7840,30,30
lafan1_retargeted\walk1_subject5.pkl,csv_npz_input\lafan1_retargeted\walk1_subject5.csv,0,walk1_subject5_0_7840,7840,30,30
lafan1_retargeted\walk2_subject1.pkl,csv_npz_input\lafan1_retargeted\walk2_subject1.csv,0,walk2_subject1_0_7146,7146,30,30
lafan1_retargeted\walk2_subject3.pkl,csv_npz_input\lafan1_retargeted\walk2_subject3.csv,0,walk2_subject3_0_7146,7146,30,30
lafan1_retargeted\walk2_subject4.pkl,csv_npz_input\lafan1_retargeted\walk2_subject4.csv,0,walk2_subject4_0_7146,7146,30,30
lafan1_retargeted\walk3_subject1.pkl,csv_npz_input\lafan1_retargeted\walk3_subject1.csv,0,walk3_subject1_0_7399,7399,30,30
lafan1_retargeted\walk3_subject2.pkl,csv_npz_input\lafan1_retargeted\walk3_subject2.csv,0,walk3_subject2_0_7399,7399,30,30
lafan1_retargeted\walk3_subject3.pkl,csv_npz_input\lafan1_retargeted\walk3_subject3.csv,0,walk3_subject3_0_7399,7399,30,30
lafan1_retargeted\walk3_subject4.pkl,csv_npz_input\lafan1_retargeted\walk3_subject4.csv,0,walk3_subject4_0_7399,7399,30,30
lafan1_retargeted\walk3_subject5.pkl,csv_npz_input\lafan1_retargeted\walk3_subject5.csv,0,walk3_subject5_0_7399,7399,30,30
lafan1_retargeted\walk4_subject1.pkl,csv_npz_input\lafan1_retargeted\walk4_subject1.csv,0,walk4_subject1_0_4918,4918,30,30
